id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
72396,72622.0,130841.0,5531.0,Gl 564.1,9Alp2Lib,Zubenelgenubi,14.847977,-16.041778,23.2396,-105.69,-69.0,-46.7,2.75,0.919,A3IV,0.147,-16.408581,-15.151818,-6.421874,2.722e-05,4.135e-05,5.73e-06,3.887191169503684,-0.2799818460625912,-5.12399579e-07,-3.34521439e-07,Alp-2,9.0,Lib,1,72396,,37.35940922587999,,,
73327,73555.0,133208.0,5602.0,,42Bet Boo,Nekkar,15.032436,40.390566,69.0608,-40.2,-29.22,-20.0,3.49,-0.706,G8III,0.956,-36.876434,-37.508062,44.750903,-3.12e-06,1.602e-05,-2.071e-05,3.935482540667879,0.7049483564526262,-1.948950996e-07,-1.41662557e-07,Bet,42.0,Boo,1,73327,,166.87835113653907,,,
73486,73714.0,133216.0,5603.0,,20Sig Lib,Brachium,15.067839,-25.281965,88.4173,-71.85,-44.69,-4.0,3.25,-1.483,M3/M4III,1.674,-55.51919,-57.527085,-37.760649,-1.391e-05,2.993e-05,-1.557e-05,3.944750989036992,-0.4412535238032887,-3.483386295e-07,-2.16663233e-07,Sig,20.0,Lib,1,73486,,341.3500729493114,Sig,3.351,3.181
74556,74785.0,135742.0,5685.0,,27Bet Lib,Zubeneschamali,15.283449,-9.382917,56.7537,-96.39,-20.76,-35.0,2.61,-1.16,B8V,-0.071,-36.549398,-42.420251,-9.252607,3.57e-06,4.477e-05,2e-07,4.001197527020817,-0.16376280166405,-4.673119067e-07,-1.0064732e-07,Bet,27.0,Lib,1,74556,,253.51286304979072,,,
74868,75097.0,137422.0,5735.0,,13Gam UMi,Pherkad,15.345483,71.834016,149.2537,-18.03,17.68,-4.0,3.0,-2.87,A3II-III,0.058,-29.797327,-35.741213,141.814461,-1.42e-06,1.867e-05,1e-07,4.017438041145818,1.2537400930067577,-8.74119066e-08,8.5715058e-08,Gam,13.0,UMi,1,74868,,1224.6161992650489,Gam,3.016,2.996
75182,75411.0,137391.0,5733.0,GJ 3903A,51Mu 1Boo,Alkalurops,15.408181,37.377167,34.6861,-147.68,84.69,-8.6,4.31,1.609,F0V,0.309,-17.300377,-21.457918,21.056469,-9.52e-06,2.776e-05,5.98e-06,4.03385223523762,0.6523546236511776,-7.159728434e-07,4.10588706e-07,Mu-1,51.0,Boo,1,75182,GJ 3903,19.787913352337373,,,
75229,75458.0,137759.0,5744.0,,12Iot Dra,Edasich,15.415494,58.966065,31.027,-8.27,17.3,-11.0,3.29,0.831,K2III,1.166,-10.015969,-12.471787,26.585776,4.06e-06,7.04e-06,-8.3e-06,4.0357669491767005,1.0291519898867023,-4.00940914e-08,8.3872766e-08,Iot,12.0,Dra,1,75229,,40.5135220229264,,,
75466,75695.0,137909.0,5747.0,,3Bet CrB,Nusakan,15.463818,29.105703,34.2818,-181.39,86.84,-19.0,3.66,0.985,F0p,0.319,-18.45833,-23.589253,16.675351,-8.95e-06,3.748e-05,3.16e-06,4.048418174219068,0.50799034185675,-8.794035352e-07,4.210122e-07,Bet,3.0,CrB,1,75466,,35.15604405282981,Bet,3.683,3.653
76035,76267.0,139006.0,5793.0,,5Alp CrB,Alphecca,15.578128,26.714693,23.0097,120.38,-89.44,2.0,2.22,0.41,A0V,0.032,-12.176093,-16.558746,10.343974,7.08e-06,-1.304e-05,-7.99e-06,4.0783442886637005,0.4662593508481437,5.836187087e-07,-4.33617355e-07,Alp,5.0,CrB,1,76035,,59.70352865838366,Alp,2.289,2.209
76100,76333.0,138905.0,5787.0,GJ 3912,38Gam Lib,Zubenelhakrabi,15.592105,-14.789537,50.025,65.67,6.93,-28.2,3.91,0.414,K0III,1.007,-28.510476,-39.071229,-12.769777,2.905e-05,1.279e-05,8.99e-06,4.08200351280001,-0.258126111021105,3.18377144e-07,3.3597588e-08,Gam,38.0,Lib,1,76100,,59.48397740692212,,,
76835,77070.0,140573.0,5854.0,Gl 596.2,24Alp Ser,Unukalhai,15.737798,6.425627,22.6757,134.66,44.14,2.7,2.63,0.852,K2III,1.167,-12.5786,-18.695648,2.537718,1.105e-05,-1.009e-05,5.13e-06,4.120145986438394,0.1121483464716324,6.528501022e-07,2.13996758e-07,Alp,24.0,Ser,1,76835,,39.73745050614631,,,
77214,77450.0,141477.0,5879.0,,35Kap Ser,Gudja,15.812327,18.141564,117.096,-51.78,-88.72,-39.0,4.09,-1.253,M1III,1.616,-60.303137,-93.518027,36.45959,-1.266e-05,3.461e-05,-6.028e-05,4.139657609430417,0.3166300163914012,-2.510365238e-07,-4.30126697e-07,Kap,35.0,Ser,1,77214,,276.18494420752944,,,
77868,78104.0,142669.0,5928.0,,5Rho Sco,Iklil,15.948077,-29.214073,144.7178,-15.2,-25.1,3.3,3.87,-1.933,B2IV/V,-0.199,-64.636099,-108.519131,-70.633018,-6.27e-06,1.031e-05,-1.702e-05,4.175196831197805,-0.5098817647720387,-7.36916794e-08,-1.21688233e-07,Rho,5.0,Sco,1,77868,,516.6542425669502,,,
78029,78265.0,143018.0,5944.0,,6Pi  Sco,Fang,15.980865,-26.114105,179.5332,-12.0,-25.71,-3.0,2.89,-3.381,B1V + B2V,-0.18,-81.301517,-139.203202,-79.023364,-2.66e-06,1.615e-05,-1.874e-05,4.183780643945635,-0.4557771176489737,-5.81776417e-08,-1.24645597e-07,Pi,6.0,Sco,1,78029,,1960.6496672266007,Pi,2.913,2.873
78165,78401.0,143275.0,5953.0,,7Del Sco,Dschubba,16.005557,-22.62171,150.6024,-8.67,-36.9,-7.0,2.29,-3.599,B0.2IV,-0.117,-69.332609,-120.492107,-57.928452,2.98e-06,1.787e-05,-2.211e-05,4.190245125208222,-0.39482331934217,-4.20333461e-08,-1.78896248e-07,Del,7.0,Sco,1,78165,,2396.624529408638,Del,2.299,2.279
78580,78820.0,144217.0,5984.0,,8Bet1Sco,Acrab,16.09062,-19.805453,123.9157,-6.75,-24.89,-1.0,2.56,-2.906,B0.5V,-0.065,-55.881427,-102.320756,-41.98604,-6.7e-07,7.23e-06,-1.372e-05,4.21251438265692,-0.3456703698635937,-3.27249234e-08,-1.20670125e-07,Bet-1,8.0,Sco,1,78580,,1265.9017493002452,,,
78804,79043.0,145001.0,6008.0,,7Kap Her,Marsic,16.134591,17.04698,112.7396,-34.29,-5.46,-11.0,5.0,-0.26,G8III,0.931,-50.571259,-95.186266,33.050231,-1.191e-05,1.752e-05,-6.15e-06,4.224025958377153,0.2975259313802725,-1.662426111e-07,-2.6470826e-08,Kap,7.0,Her,1,78804,,110.66237839776664,,,
79134,79374.0,145502.0,6027.0,,14Nu  Sco,Jabbah,16.199926,-19.460708,145.3488,-9.7,-25.25,2.0,4.0,-1.812,B2IV,0.076,-62.219516,-122.106847,-48.424462,-4.27e-06,6.67e-06,-1.746e-05,4.241130792514388,-0.3396534321352225,-4.7026927e-08,-1.22415454e-07,Nu,14.0,Sco,1,79134,,462.1681360922447,,,
79352,79593.0,146051.0,6056.0,,1Del Oph,Yed Prior,16.239094,-3.694323,52.4659,-45.83,-142.91,-20.0,2.73,-0.869,M1III,1.584,-23.290749,-46.890988,-3.380547,-3.2e-07,2.556e-05,-3.495e-05,4.251384941836539,-0.0644780984132624,-2.221901098e-07,-6.9284723e-07,Del,1.0,Oph,1,79352,,193.9099078614849,,,
79640,79882.0,146791.0,6075.0,GJ 3949,2Eps Oph,Yed Posterior,16.305358,-4.692511,32.6371,82.39,40.08,-7.7,3.23,0.661,G8III,0.966,-13.962311,-29.378579,-2.669978,1.492e-05,1.02e-06,6.96e-06,4.2687327390824255,-0.0818997607584237,3.994379914e-07,1.94313323e-07,Eps,2.0,Oph,1,79640,,47.38053933388255,,,
79870,80112.0,147165.0,6084.0,,20Sig Sco,Alniyat,16.353143,-25.592796,213.6752,-10.03,-18.03,3.0,2.9,-3.749,B1III,0.299,-80.536239,-175.075401,-92.301792,-7.22e-06,9.16e-06,-1.817e-05,4.281242955515394,-0.4466785608541775,-4.86268122e-08,-8.7411906e-08,Sig,20.0,Sco,1,79870,,2751.693132808793,Sig,2.928,2.868
80089,80331.0,148387.0,6132.0,Gl 624.1A,14Eta Dra,Athebyne,16.39986,61.514213,28.2326,-16.98,56.68,-13.7,2.73,0.476,G8III,0.91,-5.477258,-12.300885,24.814526,3.37e-06,1.328e-05,-8.62e-06,4.2934733706880746,1.0736255544334474,-8.2321363e-08,2.74792394e-07,Eta,14.0,Dra,1,80089,Gl 624.1,56.18236281342279,,,
80221,80463.0,148112.0,6117.0,,24Ome Her,Cujam,16.423598,14.03327,76.6871,39.39,-59.89,-6.0,4.57,0.146,B9p Cr,0.002,-29.840058,-68.151905,18.595479,1.364e-05,-5.37e-06,-2.309e-05,4.299687875970952,0.2449267583945112,1.909681088e-07,-2.90354913e-07,Ome,24.0,Her,1,80221,,76.13774324561511,Ome,4.588,4.558
80519,80763.0,148478.0,6134.0,,21Alp Sco,Antares,16.490128,-26.432002,169.7793,-10.16,-23.21,-3.0,1.06,-5.089,M1Ib + B2.5V,1.865,-58.542602,-140.307591,-75.574766,-3.38e-06,1.36e-05,-1.574e-05,4.317105466000638,-0.4613254705959812,-4.92570699e-08,-1.12525255e-07,Alp,21.0,Sco,1,80519,,9453.660459579653,Alp,1.155,0.995
80571,80816.0,148856.0,6148.0,,27Bet Her,Kornephoros,16.503668,21.489613,42.6621,-98.43,-14.49,-26.0,2.78,-0.37,G8III,0.947,-15.155861,-36.689058,15.62843,-9.79e-06,2.963e-05,-1.253e-05,4.320650131481575,0.3750645053168575,-4.772021058e-07,-7.0249502e-08,Bet,27.0,Her,1,80571,,122.4616199265049,,,
80579,80824.0,,,Gl 628,,Wolf 1061,16.505017,-12.662594,4.2922,-93.61,-1184.9,-13.0,10.1,11.937,M4,1.604,-1.597477,-3.871023,-0.940865,5.21e-06,1.773e-05,-2.114e-05,4.321003264951744,-0.221003949876375,-4.538340864e-07,-5.7445573e-06,,,Oph,1,80579,,0.0014628506869998,V2306,10.143,10.063
80593,80838.0,149026.0,,,,Ogma,16.508231,38.34731,79.4281,-77.12,53.34,0.0,8.15,3.65,G0,0.611,-23.714339,-57.602097,49.279323,-2.261e-05,2.309e-05,1.611e-05,4.321844762477284,0.6692868107466488,-3.738883104e-07,2.58599617e-07,,,Her,1,80593,,3.019951720402016,,,
80637,80883.0,148857.0,6149.0,,10Lam Oph,Marfik,16.515229,1.983923,53.0786,-31.37,-73.0,-14.0,3.82,0.195,A2V,0.022,-20.104527,-49.089266,1.837527,-2.29e-06,1.57e-05,-1.927e-05,4.323676728247048,0.0346259902526225,-1.520860516e-07,-3.53913986e-07,Lam,10.0,Oph,1,80637,,72.77798045368239,,,
81020,81266.0,149438.0,6165.0,,23Tau Sco,Paikauhale,16.598043,-28.216016,145.3488,-8.59,-22.5,2.0,2.82,-2.992,B0V,-0.206,-45.960032,-119.546841,-68.7205,-3.61e-06,7.49e-06,-1.494e-05,4.3453574616019175,-0.4924623844769324,-4.16454952e-08,-1.09083078e-07,Tau,23.0,Sco,1,81020,,1370.2505971242451,,,
82022,82273.0,150798.0,6217.0,,Alp TrA,Atria,16.811077,-69.027715,119.7605,17.85,-32.92,-3.0,1.91,-3.482,K2IIb-IIIa,1.447,-13.127447,-40.804561,-111.826781,1.567e-05,1.486e-05,-3.98e-06,4.401129586218367,-1.204760900505801,8.6539242e-08,-1.59600663e-07,Alp,,TrA,1,82022,,2151.7905703397573,,,
